test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:104, pickup point: 23, delivery point: 108, distance: 4.336, earliest pickup time: 0.52, latest pick time: 0.65, pickup time: 0.17, earliest delivery time: 1.97, latest delivery time: 2.15, delivery time: 0.11]
[no:105, pickup point: 11, delivery point: 99, distance: 8.791, earliest pickup time: 0.52, latest pick time: 0.74, pickup time: 0.11, earliest delivery time: 3.19, latest delivery time: 3.41, delivery time: 0.11]
[no:106, pickup point: 24, delivery point: 105, distance: 5.976, earliest pickup time: 0.52, latest pick time: 0.75, pickup time: 0.18, earliest delivery time: 2.52, latest delivery time: 2.68, delivery time: 0.16]
[no:107, pickup point: 5, delivery point: 123, distance: 5.609, earliest pickup time: 0.53, latest pick time: 0.64, pickup time: 0.19, earliest delivery time: 2.33, latest delivery time: 2.45, delivery time: 0.14]
[no:108, pickup point: 37, delivery point: 134, distance: 3.584, earliest pickup time: 0.53, latest pick time: 0.68, pickup time: 0.17, earliest delivery time: 1.8, latest delivery time: 1.96, delivery time: 0.15]
[no:109, pickup point: 20, delivery point: 103, distance: 4.145, earliest pickup time: 0.53, latest pick time: 0.69, pickup time: 0.19, earliest delivery time: 1.99, latest delivery time: 2.21, delivery time: 0.19]
[no:110, pickup point: 36, delivery point: 118, distance: 3.593, earliest pickup time: 0.53, latest pick time: 0.77, pickup time: 0.16, earliest delivery time: 1.89, latest delivery time: 2.08, delivery time: 0.1]
[no:111, pickup point: 6, delivery point: 126, distance: 4.267, earliest pickup time: 0.54, latest pick time: 0.71, pickup time: 0.19, earliest delivery time: 2.04, latest delivery time: 2.15, delivery time: 0.2]
[no:112, pickup point: 40, delivery point: 122, distance: 2.753, earliest pickup time: 0.54, latest pick time: 0.73, pickup time: 0.15, earliest delivery time: 1.61, latest delivery time: 1.84, delivery time: 0.15]
[no:113, pickup point: 40, delivery point: 76, distance: 3.463, earliest pickup time: 0.54, latest pick time: 0.73, pickup time: 0.13, earliest delivery time: 1.79, latest delivery time: 1.98, delivery time: 0.2]
[no:114, pickup point: 33, delivery point: 44, distance: 4.054, earliest pickup time: 0.54, latest pick time: 0.74, pickup time: 0.18, earliest delivery time: 2.0, latest delivery time: 2.2, delivery time: 0.13]
[no:115, pickup point: 28, delivery point: 132, distance: 7.782, earliest pickup time: 0.55, latest pick time: 0.66, pickup time: 0.16, earliest delivery time: 2.9, latest delivery time: 3.1, delivery time: 0.14]
[no:116, pickup point: 36, delivery point: 42, distance: 6.249, earliest pickup time: 0.55, latest pick time: 0.68, pickup time: 0.12, earliest delivery time: 2.47, latest delivery time: 2.62, delivery time: 0.17]
[no:117, pickup point: 21, delivery point: 86, distance: 1.528, earliest pickup time: 0.55, latest pick time: 0.71, pickup time: 0.18, earliest delivery time: 1.3, latest delivery time: 1.43, delivery time: 0.14]
[no:118, pickup point: 33, delivery point: 83, distance: 1.664, earliest pickup time: 0.56, latest pick time: 0.68, pickup time: 0.12, earliest delivery time: 1.25, latest delivery time: 1.43, delivery time: 0.12]
[no:119, pickup point: 24, delivery point: 111, distance: 4.138, earliest pickup time: 0.56, latest pick time: 0.71, pickup time: 0.2, earliest delivery time: 2.01, latest delivery time: 2.14, delivery time: 0.13]
[no:120, pickup point: 21, delivery point: 48, distance: 8.423, earliest pickup time: 0.56, latest pick time: 0.74, pickup time: 0.2, earliest delivery time: 3.19, latest delivery time: 3.41, delivery time: 0.19]
[no:121, pickup point: 19, delivery point: 77, distance: 0.212, earliest pickup time: 0.57, latest pick time: 0.7, pickup time: 0.15, earliest delivery time: 0.91, latest delivery time: 1.11, delivery time: 0.11]
[no:122, pickup point: 24, delivery point: 88, distance: 7.84, earliest pickup time: 0.57, latest pick time: 0.8, pickup time: 0.15, earliest delivery time: 3.04, latest delivery time: 3.24, delivery time: 0.18]
[no:123, pickup point: 40, delivery point: 103, distance: 1.128, earliest pickup time: 0.59, latest pick time: 0.75, pickup time: 0.13, earliest delivery time: 1.18, latest delivery time: 1.32, delivery time: 0.14]
[no:124, pickup point: 5, delivery point: 51, distance: 7.283, earliest pickup time: 0.59, latest pick time: 0.76, pickup time: 0.2, earliest delivery time: 2.9, latest delivery time: 3.15, delivery time: 0.11]
[no:125, pickup point: 24, delivery point: 139, distance: 1.422, earliest pickup time: 0.6, latest pick time: 0.81, pickup time: 0.17, earliest delivery time: 1.36, latest delivery time: 1.54, delivery time: 0.12]
[no:126, pickup point: 29, delivery point: 106, distance: 2.473, earliest pickup time: 0.61, latest pick time: 0.71, pickup time: 0.18, earliest delivery time: 1.55, latest delivery time: 1.71, delivery time: 0.15]
[no:127, pickup point: 40, delivery point: 55, distance: 7.291, earliest pickup time: 0.61, latest pick time: 0.73, pickup time: 0.19, earliest delivery time: 2.86, latest delivery time: 2.96, delivery time: 0.17]
[no:128, pickup point: 4, delivery point: 128, distance: 3.985, earliest pickup time: 0.61, latest pick time: 0.77, pickup time: 0.19, earliest delivery time: 2.02, latest delivery time: 2.26, delivery time: 0.1]
[no:129, pickup point: 35, delivery point: 70, distance: 2.744, earliest pickup time: 0.61, latest pick time: 0.78, pickup time: 0.17, earliest delivery time: 1.68, latest delivery time: 1.81, delivery time: 0.11]
[no:130, pickup point: 27, delivery point: 47, distance: 6.186, earliest pickup time: 0.62, latest pick time: 0.86, pickup time: 0.13, earliest delivery time: 2.65, latest delivery time: 2.76, delivery time: 0.18]
[no:131, pickup point: 35, delivery point: 108, distance: 2.514, earliest pickup time: 0.63, latest pick time: 0.77, pickup time: 0.13, earliest delivery time: 1.57, latest delivery time: 1.77, delivery time: 0.13]
[no:132, pickup point: 39, delivery point: 71, distance: 0.812, earliest pickup time: 0.63, latest pick time: 0.82, pickup time: 0.11, earliest delivery time: 1.15, latest delivery time: 1.37, delivery time: 0.18]
[no:133, pickup point: 16, delivery point: 62, distance: 2.821, earliest pickup time: 0.63, latest pick time: 0.83, pickup time: 0.18, earliest delivery time: 1.76, latest delivery time: 1.94, delivery time: 0.14]
[no:134, pickup point: 24, delivery point: 47, distance: 10.401, earliest pickup time: 0.63, latest pick time: 0.85, pickup time: 0.2, earliest delivery time: 3.82, latest delivery time: 4.0, delivery time: 0.14]
[no:135, pickup point: 3, delivery point: 49, distance: 9.2, earliest pickup time: 0.64, latest pick time: 0.8, pickup time: 0.2, earliest delivery time: 3.45, latest delivery time: 3.59, delivery time: 0.11]
[no:136, pickup point: 38, delivery point: 98, distance: 10.518, earliest pickup time: 0.64, latest pick time: 0.8, pickup time: 0.14, earliest delivery time: 3.74, latest delivery time: 3.89, delivery time: 0.13]
[no:137, pickup point: 39, delivery point: 76, distance: 4.857, earliest pickup time: 0.64, latest pick time: 0.83, pickup time: 0.2, earliest delivery time: 2.32, latest delivery time: 2.46, delivery time: 0.13]
[no:138, pickup point: 5, delivery point: 105, distance: 8.584, earliest pickup time: 0.64, latest pick time: 0.84, pickup time: 0.11, earliest delivery time: 3.23, latest delivery time: 3.39, delivery time: 0.13]
[no:139, pickup point: 31, delivery point: 102, distance: 5.947, earliest pickup time: 0.65, latest pick time: 0.77, pickup time: 0.2, earliest delivery time: 2.55, latest delivery time: 2.72, delivery time: 0.14]
[no:140, pickup point: 29, delivery point: 104, distance: 5.82, earliest pickup time: 0.66, latest pick time: 0.8, pickup time: 0.16, earliest delivery time: 2.51, latest delivery time: 2.65, delivery time: 0.17]
[no:141, pickup point: 37, delivery point: 67, distance: 6.045, earliest pickup time: 0.67, latest pick time: 0.82, pickup time: 0.14, earliest delivery time: 2.58, latest delivery time: 2.75, delivery time: 0.15]
[no:142, pickup point: 29, delivery point: 82, distance: 6.224, earliest pickup time: 0.68, latest pick time: 0.83, pickup time: 0.13, earliest delivery time: 2.62, latest delivery time: 2.86, delivery time: 0.16]
[no:143, pickup point: 21, delivery point: 61, distance: 5.149, earliest pickup time: 0.68, latest pick time: 0.84, pickup time: 0.17, earliest delivery time: 2.39, latest delivery time: 2.5, delivery time: 0.16]
[no:144, pickup point: 20, delivery point: 40, distance: 5.218, earliest pickup time: 0.68, latest pick time: 0.91, pickup time: 0.16, earliest delivery time: 2.46, latest delivery time: 2.57, delivery time: 0.2]
[no:145, pickup point: 17, delivery point: 43, distance: 1.126, earliest pickup time: 0.7, latest pick time: 0.83, pickup time: 0.14, earliest delivery time: 1.28, latest delivery time: 1.52, delivery time: 0.12]
[no:146, pickup point: 13, delivery point: 69, distance: 2.211, earliest pickup time: 0.7, latest pick time: 0.93, pickup time: 0.19, earliest delivery time: 1.71, latest delivery time: 1.91, delivery time: 0.16]
[no:147, pickup point: 19, delivery point: 121, distance: 8.84, earliest pickup time: 0.72, latest pick time: 0.84, pickup time: 0.12, earliest delivery time: 3.32, latest delivery time: 3.48, delivery time: 0.16]
[no:148, pickup point: 35, delivery point: 104, distance: 5.108, earliest pickup time: 0.72, latest pick time: 0.85, pickup time: 0.12, earliest delivery time: 2.33, latest delivery time: 2.57, delivery time: 0.2]
[no:149, pickup point: 17, delivery point: 115, distance: 6.434, earliest pickup time: 0.72, latest pick time: 0.86, pickup time: 0.1, earliest delivery time: 2.68, latest delivery time: 2.91, delivery time: 0.12]
[no:150, pickup point: 27, delivery point: 83, distance: 4.9, earliest pickup time: 0.73, latest pick time: 0.87, pickup time: 0.1, earliest delivery time: 2.28, latest delivery time: 2.41, delivery time: 0.13]
[no:151, pickup point: 36, delivery point: 124, distance: 2.566, earliest pickup time: 0.73, latest pick time: 0.95, pickup time: 0.12, earliest delivery time: 1.75, latest delivery time: 1.94, delivery time: 0.13]
[no:152, pickup point: 32, delivery point: 84, distance: 2.269, earliest pickup time: 0.74, latest pick time: 0.86, pickup time: 0.19, earliest delivery time: 1.66, latest delivery time: 1.86, delivery time: 0.18]
[no:153, pickup point: 35, delivery point: 112, distance: 4.624, earliest pickup time: 0.74, latest pick time: 0.94, pickup time: 0.11, earliest delivery time: 2.28, latest delivery time: 2.5, delivery time: 0.11]
[no:154, pickup point: 29, delivery point: 68, distance: 5.143, earliest pickup time: 0.74, latest pick time: 0.95, pickup time: 0.15, earliest delivery time: 2.47, latest delivery time: 2.68, delivery time: 0.12]
[no:155, pickup point: 35, delivery point: 68, distance: 4.604, earliest pickup time: 0.74, latest pick time: 0.99, pickup time: 0.13, earliest delivery time: 2.35, latest delivery time: 2.46, delivery time: 0.14]
[no:156, pickup point: 23, delivery point: 131, distance: 6.508, earliest pickup time: 0.75, latest pick time: 0.93, pickup time: 0.11, earliest delivery time: 2.77, latest delivery time: 2.9, delivery time: 0.18]
[no:157, pickup point: 1, delivery point: 138, distance: 6.379, earliest pickup time: 0.76, latest pick time: 0.94, pickup time: 0.2, earliest delivery time: 2.84, latest delivery time: 3.02, delivery time: 0.12]
[no:158, pickup point: 12, delivery point: 110, distance: 8.407, earliest pickup time: 0.76, latest pick time: 0.97, pickup time: 0.18, earliest delivery time: 3.4, latest delivery time: 3.51, delivery time: 0.16]
[no:159, pickup point: 35, delivery point: 109, distance: 4.755, earliest pickup time: 0.77, latest pick time: 0.88, pickup time: 0.15, earliest delivery time: 2.3, latest delivery time: 2.53, delivery time: 0.16]
[no:160, pickup point: 18, delivery point: 122, distance: 6.272, earliest pickup time: 0.77, latest pick time: 0.9, pickup time: 0.17, earliest delivery time: 2.74, latest delivery time: 2.85, delivery time: 0.11]
[no:161, pickup point: 22, delivery point: 91, distance: 0.857, earliest pickup time: 0.77, latest pick time: 0.99, pickup time: 0.15, earliest delivery time: 1.37, latest delivery time: 1.48, delivery time: 0.11]
[no:162, pickup point: 25, delivery point: 121, distance: 2.312, earliest pickup time: 0.78, latest pick time: 0.96, pickup time: 0.12, earliest delivery time: 1.7, latest delivery time: 1.81, delivery time: 0.12]
[no:163, pickup point: 25, delivery point: 115, distance: 3.88, earliest pickup time: 0.78, latest pick time: 0.96, pickup time: 0.16, earliest delivery time: 2.16, latest delivery time: 2.4, delivery time: 0.17]
[no:164, pickup point: 35, delivery point: 132, distance: 5.517, earliest pickup time: 0.78, latest pick time: 0.98, pickup time: 0.16, earliest delivery time: 2.61, latest delivery time: 2.85, delivery time: 0.16]
[no:165, pickup point: 12, delivery point: 118, distance: 7.822, earliest pickup time: 0.79, latest pick time: 0.94, pickup time: 0.14, earliest delivery time: 3.17, latest delivery time: 3.3, delivery time: 0.18]
[no:166, pickup point: 4, delivery point: 59, distance: 1.868, earliest pickup time: 0.79, latest pick time: 0.95, pickup time: 0.17, earliest delivery time: 1.61, latest delivery time: 1.85, delivery time: 0.2]
[no:167, pickup point: 26, delivery point: 90, distance: 8.327, earliest pickup time: 0.8, latest pick time: 1.04, pickup time: 0.12, earliest delivery time: 3.38, latest delivery time: 3.51, delivery time: 0.13]
[no:168, pickup point: 23, delivery point: 63, distance: 5.03, earliest pickup time: 0.8, latest pick time: 1.04, pickup time: 0.2, earliest delivery time: 2.58, latest delivery time: 2.7, delivery time: 0.16]
[no:169, pickup point: 19, delivery point: 102, distance: 5.775, earliest pickup time: 0.81, latest pick time: 0.99, pickup time: 0.18, earliest delivery time: 2.72, latest delivery time: 2.89, delivery time: 0.11]
[no:170, pickup point: 25, delivery point: 73, distance: 5.525, earliest pickup time: 0.81, latest pick time: 1.04, pickup time: 0.2, earliest delivery time: 2.71, latest delivery time: 2.88, delivery time: 0.13]
[no:171, pickup point: 16, delivery point: 119, distance: 2.983, earliest pickup time: 0.81, latest pick time: 1.06, pickup time: 0.15, earliest delivery time: 2.0, latest delivery time: 2.21, delivery time: 0.12]
[no:172, pickup point: 40, delivery point: 95, distance: 3.268, earliest pickup time: 0.82, latest pick time: 0.92, pickup time: 0.13, earliest delivery time: 1.92, latest delivery time: 2.07, delivery time: 0.16]
[no:173, pickup point: 8, delivery point: 124, distance: 1.094, earliest pickup time: 0.82, latest pick time: 0.93, pickup time: 0.16, earliest delivery time: 1.39, latest delivery time: 1.62, delivery time: 0.12]
[no:174, pickup point: 9, delivery point: 47, distance: 1.635, earliest pickup time: 0.82, latest pick time: 1.02, pickup time: 0.16, earliest delivery time: 1.62, latest delivery time: 1.84, delivery time: 0.11]
[no:175, pickup point: 23, delivery point: 48, distance: 2.275, earliest pickup time: 0.82, latest pick time: 1.07, pickup time: 0.11, earliest delivery time: 1.79, latest delivery time: 1.96, delivery time: 0.15]
[no:176, pickup point: 39, delivery point: 135, distance: 3.395, earliest pickup time: 0.83, latest pick time: 0.95, pickup time: 0.11, earliest delivery time: 1.97, latest delivery time: 2.11, delivery time: 0.15]
[no:177, pickup point: 36, delivery point: 82, distance: 3.146, earliest pickup time: 0.83, latest pick time: 1.03, pickup time: 0.12, earliest delivery time: 1.99, latest delivery time: 2.14, delivery time: 0.19]
[no:178, pickup point: 30, delivery point: 88, distance: 1.116, earliest pickup time: 0.83, latest pick time: 1.07, pickup time: 0.17, earliest delivery time: 1.54, latest delivery time: 1.71, delivery time: 0.17]
